day 0,19-Sep,,This sheet takes compound specific OP50 lysis into account,,,,,,,,OD600 measured,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,OD600 measured,dOD600/X0,,,,,,,,,,white OD600,,,,,,,,,,,,,
2,10,G,92313,15,RB884,Mianserin,50,9/20/2013,G10,4,0.8839,0.8244,0.005816667,,-0.002025,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
2,10,H,92313,15,RB884,Mianserin,50,9/20/2013,H10,5,0.9144,0.8419,0.007253333,,0.8419,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
2,11,A,92313,15,RB884,Mianserin,50,9/20/2013,A11,6,0.8892,0.8114,0.006927778,,-0.003516667,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
2,11,B,92313,15,RB884,Mianserin,50,9/20/2013,B11,5,0.9006,0.835,0.005873333,,0.0005,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
2,11,C,92313,15,RB884,Mianserin,50,9/20/2013,C11,5,0.867,0.7969,0.006773333,,-0.00712,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
2,11,D,92313,15,RB884,Mianserin,50,9/20/2013,D11,6,0.8985,0.82,0.007044444,,-0.002083333,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
2,11,E,92313,15,RB884,Mianserin,50,9/20/2013,E11,8,0.8723,0.7776,0.007308333,,-0.0068625,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
2,11,F,92313,15,RB884,Mianserin,50,9/20/2013,F11,5,0.8741,0.7983,0.007913333,,-0.00684,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
2,11,G,92313,15,RB884,Mianserin,50,9/20/2013,G11,7,0.869,0.782,0.007252381,,-0.007214286,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
2,11,H,92313,15,RB884,Mianserin,50,9/20/2013,H11,6,0.8979,0.8225,0.006527778,,0.8225,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
2,12,A,92313,15,RB884,Mianserin,50,9/20/2013,A12,10,0.8842,0.7843,0.006366667,,-0.00482,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
2,12,B,92313,15,RB884,Mianserin,50,9/20/2013,B12,6,0.8951,0.8107,0.008027778,,-0.003633333,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
2,12,C,92313,15,RB884,Mianserin,50,9/20/2013,C12,3,0.8692,0.8133,0.006555556,,-0.0064,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
2,12,D,92313,15,RB884,Mianserin,50,9/20/2013,D12,7,0.8965,0.816,0.00632381,,-0.002357143,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
2,12,E,92313,15,RB884,Mianserin,50,9/20/2013,E12,5,0.8781,0.8054,0.007293333,,-0.00542,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
2,12,F,92313,15,RB884,Mianserin,50,9/20/2013,F12,5,0.8815,0.8086,0.007333333,,-0.00478,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
2,12,G,92313,15,RB884,Mianserin,50,9/20/2013,G12,5,0.8634,0.7932,0.006793333,,-0.00786,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
2,12,H,92313,15,RB884,Mianserin,50,9/20/2013,H12,5,0.9013,0.8331,0.006393333,,0.8331,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,day ,N0,1,4,4,-41536,-41536,-41536,-41536,-41536,-41536,-41536,-41536,-41536,-41536,-41536,-41536,-41536,-41536,-41536,-41536,-41536,-41536,-41536,-41536,-41536,-41536,,,,,,,,,,,,,,,,,,,,,,,
,,,,analysis by column dOD600 ,RB2105,water,0,,1,38,0.914685714,0.855328571,0.005972381,#DIV/0!,-0.00799131,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB2105,water,0,,2,35,0.901271429,0.847657143,0.004970257,#DIV/0!,-0.007433556,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB2105,water,0,,3,61,0.890257143,0.810557143,0.005702166,#DIV/0!,-0.007815647,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB2105,Mianserin,50,,4,40,0.8945,0.8219,0.006485941,#DIV/0!,-0.00500428,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB2105,Mianserin,50,,5,48,0.886,0.803442857,0.006961281,#DIV/0!,-0.006169331,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB2105,Mianserin,50,,6,50,0.8881,0.8007,0.007223462,#DIV/0!,-0.00701215,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB884,water,0,,7,48,0.907714286,0.8387,0.006188571,#DIV/0!,-0.000631429,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB884,water,0,,8,52,0.899685714,0.8275,0.006182967,#DIV/0!,-0.002942412,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB884,water,0,,9,52,0.893128571,0.822185714,0.005882836,#DIV/0!,0.108511054,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB884,Mianserin,50,,10,42,0.891914286,0.815328571,0.006672817,#DIV/0!,-0.002558673,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB884,Mianserin,50,,11,42,0.881528571,0.803028571,0.007013277,#DIV/0!,-0.004733827,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
Raw correction factors,,,,,RB884,Mianserin,50,,12,41,0.881142857,0.8045,0.006956259,#DIV/0!,-0.005038639,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
Well,D1,D4,Drug,reference,correction factor #1,water,,,10mg,,0.9535,0.925733333,0.027766667,,0.886133333,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
1H,,,self-lysis water,,correction factor #2,Mianserin,,,10mg,,0.9396,0.903366667,0.036233333,,0.850833333,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
2H,,,self-lysis water,,correction factor #1,water,,,10mg,,0.9535,0.925733333,0.027766667,,0.850866667,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
3H,,,self-lysis water,,correction factor #2,Mianserin,,,10mg,,0.9396,0.903366667,0.036233333,,0.8325,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
4H,,,10mg/ml drug,,strain,drug,conc,N tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5H,,,10mg/ml drug,group summaries,RB2105,water,0,134,average,,0.9021,0.837847619,0.005548268,#DIV/0!,-0.007746838,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
6H,,,10mg/ml drug,,RB2105,Mianserin,50,138,average,,0.8895,0.808680952,0.006890228,#DIV/0!,-0.006061921,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB884,water,0,152,average,,0.9002,0.829461905,0.006084791,#DIV/0!,0.034979071,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB884,Mianserin,50,125,average,,0.8849,0.807619048,0.006880784,#DIV/0!,-0.00411038,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB2105,Mianserin,0,summary,sd,,0.0199,0.036730459,0.000889411,#DIV/0!,0.003940814,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB2105,Mianserin,50,summary,sd,,0.0135,0.024019588,0.001301597,#DIV/0!,0.001751069,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB884,water,0,summary,sd,,0.0132,0.021953985,0.000888543,#DIV/0!,0.071369336,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB884,water,50,summary,sd,,0.0135,0.017000636,0.00061933,#DIV/0!,0.002495568,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,dOD600 values measured for each well,,,,,,,,,,,,,,,,,dOD600/X0 values calculated for each worm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,rearrangement to make graphs,,time,,,,N0,1,-41536,-41536,-41536,-41536,-41536,-41536,,,,,,,,,1,-41536,-41536,-41536,-41536,-41536,-41536,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB2105,water,0,,1,38,0.91,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB2105,water,0,,2,35,0.90,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0074,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB2105,water,0,,3,61,0.89,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0078,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB2105,Mianserin,50,,4,40,0.89,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB2105,Mianserin,50,,5,48,0.89,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0062,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB2105,Mianserin,50,,6,50,0.89,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB884,water,0,,7,48,0.91,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB884,water,0,,8,52,0.90,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB884,water,0,,9,52,0.89,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,0.1085,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB884,Mianserin,50,,10,42,0.89,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB884,Mianserin,50,,11,42,0.88,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,RB884,Mianserin,50,,12,41,0.88,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,correction factor #1,water,0,,10mg,,0.95,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,0.8861,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,correction factor #2,Mianserin,0,,7mg,,0.94,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,0.8508,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,correction factor #1,water,0,,4mg,,0.95,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,0.8509,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,correction factor #2,Mianserin,0,,0mg,,0.94,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,0.8325,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,water,,,-0.0077,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,summary for graphs,,Mianserin,,,-0.0061,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,water,,,0.0350,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mianserin,,,-0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
